ID,Traditional,Source,Start,End,Transcribed,OK
B1L07-2-01,路/馬路,B1-07-2-2.mp3,5.44,6.46,路,1
B1L07-2-02,條,B1-07-2-2.mp3,13.85,15.04,條,1
B1L07-2-03,街,B1-07-2-2.mp3,16.15,17.27,街,1
B1L07-2-04,地方,B1-07-2-2.mp3,25.27,26.65,地方,1
B1L07-2-05,附近,B1-07-2-2.mp3,35.42,37.0,附近,3
B1L07-2-06,郵局,B1-07-2-2.mp3,45.1,46.58,郵局,1
B1L07-2-07,寄,B1-07-2-2.mp3,47.65,48.77,寄,1
B1L07-2-08,信,B1-07-2-2.mp3,49.79,50.98,信,1
B1L07-2-09,封,B1-07-2-2.mp3,52.06,53.23,封,1
B1L07-2-10,信封,B1-07-2-2.mp3,54.38,55.92,信封,1
B1L07-2-11,超級市場/超市,B1-07-2-2.mp3,66.52,68.69,超級市場,1
B1L07-2-12,市場,B1-07-2-2.mp3,72.38,74.08,市場,1
B1L07-2-13,一定,B1-07-2-2.mp3,82.42,83.71,一定,1
B1L07-2-14,又,B1-07-2-2.mp3,92.5,93.54,又,3
B1L07-2-15,方便,B1-07-2-2.mp3,103.6,104.96,方便,1
B1L07-2-16,舒服,B1-07-2-2.mp3,115.52,116.79,舒服,1
B1L07-3-01,線,B1-07-3-2.mp3,4.36,5.53,線,1
B1L07-3-02,藍,B1-07-3-2.mp3,13.12,14.33,藍,1
B1L07-3-03,藍色,B1-07-3-2.mp3,15.18,16.62,藍色,1
B1L07-3-04,機場/飛機場,B1-07-3-2.mp3,19.58,21.14,機場,1
B1L07-3-05,開車,B1-07-3-2.mp3,32.06,33.58,開車,1
B1L07-3-06,司機,B1-07-3-2.mp3,34.46,36.07,司機,1
B1L07-3-07,車站,B1-07-3-2.mp3,41.78,43.12,車站,1
B1L07-3-08,站,B1-07-3-2.mp3,53.7,54.74,站,1
B1L07-3-09,飛機,B1-07-3-2.mp3,61.36,62.94,飛機,1
B1L07-3-10,架,B1-07-3-2.mp3,63.82,64.88,架,1
B1L07-3-11,飛,B1-07-3-2.mp3,70.16,71.3,飛,1
B1L07-3-12,起飛,B1-07-3-2.mp3,75.84,77.4,起飛,1
B1L08-1-01,裙子,B1-08-1-2.mp3,3.99,5.41,裙子,1
B1L08-1-02,去年,B1-08-1-2.mp3,12.97,14.49,去年,1
B1L08-1-03,年,B1-08-1-2.mp3,15.33,16.6,年,1
B1L08-1-04,今年,B1-08-1-2.mp3,17.51,19.05,今年,1
B1L08-1-05,明年,B1-08-1-2.mp3,19.99,21.6,明年,1
B1L08-1-06,牌子,B1-08-1-2.mp3,32.31,33.58,牌子,1
B1L08-1-07,因為,B1-08-1-2.mp3,41.73,43.05,因為,1
B1L08-1-08,有名,B1-08-1-2.mp3,53.23,54.78,有名,1
B1L08-1-09,褲子,B1-08-1-2.mp3,64.62,65.93,褲子,1
B1L08-1-10,所以,B1-08-1-2.mp3,73.47,75.1,所以,1
B1L08-1-11,為什麼,B1-08-1-2.mp3,75.9,77.44,為什麼,1
B1L08-1-12,百貨公司,B1-08-1-2.mp3,90.95,92.75,百貨公司,1
B1L08-1-13,難,B1-08-1-2.mp3,101.59,102.7,難,1
B1L08-1-14,容易,B1-08-1-2.mp3,103.53,104.87,容易,1
B1L08-1-15,最近,B1-08-1-2.mp3,114.01,115.3,最近,1
B1L08-1-16,胖,B1-08-1-2.mp3,124.47,125.47,胖,1
B1L08-1-17,瘦,B1-08-1-2.mp3,126.25,127.3,瘦,1
B1L08-1-18,高,B1-08-1-2.mp3,128.12,129.09,高,1
B1L08-1-19,矮,B1-08-1-2.mp3,129.91,131.06,矮,1
B1L08-1-20,公斤,B1-08-1-2.mp3,139.75,141.25,公斤,1
B1L08-1-21,斤,B1-08-1-2.mp3,149.12,150.22,斤,1
B1L08-1-22,怕,B1-08-1-2.mp3,153.28,154.34,怕,1
B1L08-1-23,跟,B1-08-1-2.mp3,163.88,164.88,跟,1
B1L08-1-24,時間,B1-08-1-2.mp3,172.89,174.42,時間,1
B1L08-2-01,黃色,B1-08-2-2.mp3,4.79,6.25,黃色,1
B1L08-2-02,黃,B1-08-2-2.mp3,7.1,8.25,黃,1
B1L08-2-03,吧,B1-08-2-2.mp3,16.27,17.08,吧,1
B1L08-2-04,流行,B1-08-2-2.mp3,28.23,29.73,流行,1
B1L08-2-05,短,B1-08-2-2.mp3,37.85,39.06,短,1
B1L08-2-06,長,B1-08-2-2.mp3,39.92,41.17,長,1
B1L08-2-07,鞋子,B1-08-2-2.mp3,50.02,51.44,鞋子,1
B1L08-2-08,襪子,B1-08-2-2.mp3,52.25,53.52,襪子,1
B1L08-2-09,雙,B1-08-2-2.mp3,54.4,55.6,雙,1
B1L08-2-10,黑色,B1-08-2-2.mp3,58.4,59.81,黑色,1
B1L08-2-11,黑,B1-08-2-2.mp3,60.69,61.79,黑,1
B1L08-2-12,樓,B1-08-2-2.mp3,72.54,73.75,樓,1
B1L08-2-13,樓下,B1-08-2-2.mp3,79.75,81.04,樓下,1
B1L08-2-14,樓上,B1-08-2-2.mp3,81.85,83.19,樓上,1
B1L08-2-15,快要,B1-08-2-2.mp3,97.33,98.75,快要,3
B1L08-2-16,快,B1-08-2-2.mp3,99.56,100.6,快,3
B1L08-2-17,關,B1-08-2-2.mp3,108.88,109.94,關,1
B1L08-2-18,開,B1-08-2-2.mp3,110.75,111.85,開,1
B1L08-2-19,電梯,B1-08-2-2.mp3,121.98,123.35,電梯,1
B1L08-2-20,樓梯,B1-08-2-2.mp3,124.17,125.58,樓梯,1
B1L08-2-21,沒關係,B1-08-2-2.mp3,135.9,137.42,沒關係,1
B1L08-2-22,對不起,B1-08-2-2.mp3,138.21,139.92,對不起,1
B1L08-2-23,對了,B1-08-2-2.mp3,147.33,148.48,對了,3
B1L08-3-01,年輕,B1-08-3-2.mp3,4.24,5.64,年輕,1
B1L08-3-02,老,B1-08-3-2.mp3,6.47,7.74,老,1
B1L08-3-03,皮包,B1-08-3-2.mp3,15.77,17.16,皮包,1
B1L08-3-04,女生,B1-08-3-2.mp3,25.59,27.01,女生,1
B1L08-3-05,男生,B1-08-3-2.mp3,29.88,31.38,男生,1
B1L08-3-06,雜誌,B1-08-3-2.mp3,40.88,42.19,雜誌,1
B1L08-3-07,舊,B1-08-3-2.mp3,45.14,46.18,舊,1
B1L09-1-01,句子,B1-09-1-2.mp3,4.66,5.95,句子,1
B1L09-1-02,意思,B1-09-1-2.mp3,8.78,10.05,意思,1
B1L09-1-03,懂,B1-09-1-2.mp3,18.37,19.64,懂,1
B1L09-1-04,教,B1-09-1-2.mp3,27.35,28.47,教,1
B1L09-1-05,真的,B1-09-1-2.mp3,35.48,36.73,真的,1
B1L09-1-06,問,B1-09-1-2.mp3,50.48,51.5,問,1
B1L09-1-07,非常,B1-09-1-2.mp3,59.87,61.5,非常,1
B1L09-1-08,聰明,B1-09-1-2.mp3,70.76,72.28,聰明,1
B1L09-1-09,那（麼）,B1-09-1-2.mp3,82.24,83.43,那麼,1
B1L09-1-10,在,B1-09-1-2.mp3,94.88,96.03,在,1
B1L09-1-11,書法,B1-09-1-2.mp3,106.06,107.77,書法,1
B1L09-1-12,毛筆,B1-09-1-2.mp3,108.68,110.45,毛筆,1
B1L09-1-13,宿舍,B1-09-1-2.mp3,120.68,122.18,宿舍,1
B1L09-1-14,功課,B1-09-1-2.mp3,130.59,132.0,功課,1
B1L09-1-15,作業,B1-09-1-2.mp3,132.87,134.31,作業,1
B1L09-1-16,再,B1-09-1-2.mp3,142.76,143.84,再,1
B1L09-2-01,對面,B1-09-2-2.mp3,4.69,6.08,對面,1
B1L09-2-02,中間,B1-09-2-2.mp3,11.56,13.19,中間,1
B1L09-2-03,教室,B1-09-2-2.mp3,23.29,24.71,教室,1
B1L09-2-04,能,B1-09-2-2.mp3,33.83,35.06,能,1
B1L09-2-05,用,B1-09-2-2.mp3,43.23,44.33,用,1
B1L09-2-06,班,B1-09-2-2.mp3,54.0,55.12,班,1
B1L09-2-07,禮拜,B1-09-2-2.mp3,62.27,63.75,禮拜,1
B1L09-2-08,語言,B1-09-2-2.mp3,73.52,75.15,語言,1
B1L09-2-09,別的,B1-09-2-2.mp3,81.73,82.9,別的,1
B1L09-2-10,別人,B1-09-2-2.mp3,83.79,85.35,別人,1
B1L09-2-11,比較,B1-09-2-2.mp3,99.9,101.27,比較,1
B1L09-2-12,也許,B1-09-2-2.mp3,110.75,112.38,也許,1
B1L09-2-13,希望,B1-09-2-2.mp3,123.25,124.65,希望,1
B1L09-2-14,期中考,B1-09-2-2.mp3,134.94,136.58,期中考,1
B1L09-2-15,語言交換,B1-09-2-2.mp3,139.33,141.25,語言交換,1
B1L09-3-01,學期,B1-09-3-2.mp3,4.11,5.82,學期,1
B1L09-3-02,開始,B1-09-3-2.mp3,8.47,10.2,開始,1
B1L09-3-03,華語,B1-09-3-2.mp3,23.01,24.57,華語,1
B1L09-3-04,寫,B1-09-3-2.mp3,31.38,32.69,寫,1
B1L09-3-05,練習,B1-09-3-2.mp3,40.68,42.17,練習,1
B1L09-3-06,日文,B1-09-3-2.mp3,44.88,46.41,日文,1
B1L09-3-07,讀書,B1-09-3-2.mp3,54.78,56.13,讀書,1
B1L09-3-08,讀,B1-09-3-2.mp3,57.0,58.09,讀,1
B1L09-3-09,進步,B1-09-3-2.mp3,60.83,62.2,進步,1
B1L09-3-10,下,B1-09-3-2.mp3,71.73,72.86,下,1
B1L09-3-11,上,B1-09-3-2.mp3,73.67,74.71,上,1
B1L09-3-12,緊張,B1-09-3-2.mp3,87.23,88.56,緊張,1
B1L09-3-13,字,B1-09-3-2.mp3,100.0,100.97,字,1
B1L09-3-14,考試,B1-09-3-2.mp3,108.44,109.89,考試,1
B1L09-3-15,考,B1-09-3-2.mp3,122.88,124.09,考,1
B1L10-1-01,感冒,B1-10-1-2.mp3,4.28,5.64,感冒,1
B1L10-1-02,請假,B1-10-1-2.mp3,13.0,14.46,請假,1
B1L10-1-03,發燒,B1-10-1-2.mp3,17.32,18.84,發燒,1
B1L10-1-04,醫生,B1-10-1-2.mp3,26.48,27.9,醫生,1
B1L10-1-05,跟,B1-10-1-2.mp3,30.78,31.78,跟,1
B1L10-1-06,醫院,B1-10-1-2.mp3,40.68,42.06,醫院,1
B1L10-1-07,戴,B1-10-1-2.mp3,44.84,45.84,戴,1
B1L10-1-08,口罩,B1-10-1-2.mp3,48.56,50.02,口罩,1
B1L10-1-09,洗,B1-10-1-2.mp3,53.08,54.48,洗,1
B1L10-1-10,手,B1-10-1-2.mp3,57.56,58.98,手,1
B1L10-1-11,手指,B1-10-1-2.mp3,59.9,61.65,手指,1
B1L10-1-12,健康,B1-10-1-2.mp3,71.58,72.98,健康,1
B1L10-1-13,生病,B1-10-1-2.mp3,76.2,77.68,生病,1
B1L10-1-14,注意,B1-10-1-2.mp3,85.96,87.29,注意,1
B1L10-1-15,對,B1-10-1-2.mp3,90.44,91.42,對,1
B1L10-1-16,多,B1-10-1-2.mp3,101.86,102.88,多,1
B1L10-1-17,少,B1-10-1-2.mp3,103.74,105.14,少,1
B1L10-1-18,身體,B1-10-1-2.mp3,114.42,116.05,身體,1
B1L10-1-19,帶,B1-10-1-2.mp3,126.26,127.26,帶,1
B1L10-1-20,蘋果,B1-10-1-2.mp3,136.6,138.08,蘋果,1
B1L10-1-21,香蕉,B1-10-1-2.mp3,138.98,140.54,香蕉,1
B1L10-2-01,咳嗽/咳,B1-10-2-2.mp3,4.8,6.55,咳嗽,1
B1L10-2-02,頭,B1-10-2-2.mp3,18.42,19.62,頭,1
B1L10-2-03,頭髮,B1-10-2-2.mp3,20.58,22.12,頭髮,1
B1L10-2-04,痛,B1-10-2-2.mp3,25.02,26.17,痛,1
B1L10-2-05,鼻子,B1-10-2-2.mp3,29.12,30.33,鼻子,1
B1L10-2-06,嘴（巴）,B1-10-2-2.mp3,31.19,32.44,嘴巴,1
B1L10-2-07,臉,B1-10-2-2.mp3,35.6,37.0,臉,1
B1L10-2-08,耳朵,B1-10-2-2.mp3,37.96,39.19,耳朵,1
B1L10-2-09,眼睛,B1-10-2-2.mp3,40.04,41.67,眼睛,1
B1L10-2-10,眼鏡,B1-10-2-2.mp3,51.27,52.85,眼鏡,1
B1L10-2-11,肚子,B1-10-2-2.mp3,64.27,65.44,肚子,1
B1L10-2-12,乾淨,B1-10-2-2.mp3,73.12,74.5,乾淨,1
B1L10-2-13,需要,B1-10-2-2.mp3,83.54,85.06,需要,1
B1L10-2-14,藥,B1-10-2-2.mp3,97.17,98.27,藥,1
B1L10-2-15,會,B1-10-2-2.mp3,108.27,109.42,會,1
B1L10-2-16,記得,B1-10-2-2.mp3,119.12,120.67,記得,1
B1L10-2-17,要是/如果,B1-10-2-2.mp3,130.88,132.27,要是,1
B1L10-2-18,就,B1-10-2-2.mp3,135.69,136.79,就,1
B1L10-2-19,不舒服,B1-10-2-2.mp3,147.62,149.08,不舒服,1
B1L10-3-01,打電話,B1-10-3-2.mp3,5.1,6.69,打電話,1
B1L10-3-02,接電話,B1-10-3-2.mp3,7.48,9.08,接電話,1
B1L10-3-03,電話,B1-10-3-2.mp3,18.29,19.6,電話,1
B1L10-3-04,號碼,B1-10-3-2.mp3,20.4,21.92,號碼,1
B1L10-3-05,擔心,B1-10-3-2.mp3,29.96,31.31,擔心,1
B1L10-3-06,告訴,B1-10-3-2.mp3,41.04,42.31,告訴,1
B1L10-3-07,忘記,B1-10-3-2.mp3,45.15,46.5,忘記,1
B1L10-3-08,好了,B1-10-3-2.mp3,57.77,58.96,好了,1
B1L11-1-01,認識,B1-11-1-2.mp3,4.88,6.21,認識,1
B1L11-1-02,了,B1-11-1-2.mp3,14.42,15.33,了,1
B1L11-1-03,已經,B1-11-1-2.mp3,25.38,26.77,已經,1
B1L11-1-04,卡片,B1-11-1-2.mp3,34.94,36.38,卡片,2
B1L11-1-05,看到,B1-11-1-2.mp3,44.23,45.67,看到,3
B1L11-1-06,文章,B1-11-1-2.mp3,54.35,55.75,文章,3
B1L11-1-07,然後,B1-11-1-2.mp3,64.5,65.92,然後,3
B1L11-1-08,留言,B1-11-1-2.mp3,74.6,76.1,留言,3
B1L11-1-09,回答,B1-11-1-2.mp3,85.73,87.27,回答,3
B1L11-1-10,聊天（兒）,B1-11-1-2.mp3,97.58,99.12,聊天,1
B1L11-1-11,差不多,B1-11-1-2.mp3,109.71,111.25,差不多,3
B1L11-1-12,聊,B1-11-1-2.mp3,120.25,121.4,聊,1
B1L11-1-13,見面,B1-11-1-2.mp3,129.52,130.83,見面,1
B1L11-1-14,還沒,B1-11-1-2.mp3,139.96,141.4,還沒,2
B1L11-1-15,還,B1-11-1-2.mp3,151.44,152.58,嗨,4
B1L11-1-16,沒,B1-11-1-2.mp3,159.27,160.38,沒,1
B1L11-1-17,決定,B1-11-1-2.mp3,171.62,172.88,決定,1
B1L11-2-01,以前,B1-11-2-2.mp3,4.32,5.78,以前,1
B1L11-2-02,以後,B1-11-2-2.mp3,15.96,17.23,以後,1
B1L11-2-03,經驗,B1-11-2-2.mp3,24.62,25.95,經驗,1
B1L11-2-04,這樣,B1-11-2-2.mp3,33.98,35.36,這樣,1
B1L11-2-05,奇怪,B1-11-2-2.mp3,47.36,48.74,奇怪,1
B1L11-2-06,辦法,B1-11-2-2.mp3,58.78,60.18,辦法,1
B1L11-2-07,幫忙,B1-11-2-2.mp3,69.72,71.1,幫忙,1
B1L11-2-08,打算,B1-11-2-2.mp3,77.85,79.23,打算,2
B1L11-2-09,可能,B1-11-2-2.mp3,86.97,88.45,可能,1
B1L11-2-10,約,B1-11-2-2.mp3,97.5,98.48,約,1
B1L11-2-11,但是,B1-11-2-2.mp3,107.0,108.29,但是,1
B1L11-2-12,給,B1-11-2-2.mp3,117.36,118.49,給,1
B1L11-2-13,什麼時候,B1-11-2-2.mp3,131.54,133.33,什麼時候,1
B1L11-3-01,網路,B1-11-3-2.mp3,4.88,6.47,網路,1
B1L11-3-02,菜單,B1-11-3-2.mp3,14.57,16.07,菜單,1
B1L11-3-03,特別,B1-11-3-2.mp3,26.7,28.28,特別,1
B1L11-3-04,點菜,B1-11-3-2.mp3,36.79,38.27,點菜,1
B1L11-3-05,菜,B1-11-3-2.mp3,39.27,40.4,菜,1
B1L11-3-06,盤,B1-11-3-2.mp3,52.19,54.0,盤,2
B1L11-3-07,盤子,B1-11-3-2.mp3,54.0,54.73,盤子,3
B1L11-3-08,照相,B1-11-3-2.mp3,62.71,64.1,照相,1
B1L11-3-09,照,B1-11-3-2.mp3,64.71,66.02,照,3
B1L11-3-10,照相機,B1-11-3-2.mp3,71.12,72.79,照相機,1
B1L11-3-11,相片/照片,B1-11-3-2.mp3,81.52,82.98,相片,1
B1L11-3-12,心情,B1-11-3-2.mp3,94.12,95.89,心情,1
B1L11-3-13,出去,B1-11-3-2.mp3,106.64,108.06,出去,1
B1L11-3-14,機會,B1-11-3-2.mp3,120.25,121.77,機會,1
B1L12-1-01,工作,B1-12-1-2.mp3,5.65,7.06,工作,1
B1L12-1-02,怎麼,B1-12-1-2.mp3,23.29,24.46,怎麼,1
B1L12-1-03,參加,B1-12-1-2.mp3,37.94,39.48,參加,1
B1L12-1-04,當,B1-12-1-2.mp3,46.73,47.81,當,1
B1L12-1-05,護理師/護士,B1-12-1-2.mp3,59.06,60.75,護理師,1
B1L12-1-06,用,B1-12-1-2.mp3,70.79,71.96,用,1
B1L12-1-07,記者,B1-12-1-2.mp3,80.44,82.1,記者,1
B1L12-1-08,銀行,B1-12-1-2.mp3,92.48,94.08,銀行,1
B1L12-1-09,畢業,B1-12-1-2.mp3,97.19,98.54,畢業,1
B1L12-1-10,以後,B1-12-1-2.mp3,108.23,109.71,以後,1
B1L12-1-11,以前,B1-12-1-2.mp3,117.1,118.71,以前,1
B1L12-1-12,公司,B1-12-1-2.mp3,127.98,129.54,公司,1
B1L12-1-13,老闆/老板,B1-12-1-2.mp3,138.77,140.44,老闆,1
B1L12-1-14,事（情）,B1-12-1-2.mp3,150.62,152.27,事情,1
B1L12-1-15,準時,B1-12-1-2.mp3,169.17,170.83,準時,1
B1L12-1-16,上班,B1-12-1-2.mp3,173.85,175.46,上班,1
B1L12-1-17,下班,B1-12-1-2.mp3,186.08,187.69,下班,1
B1L12-2-01,麵包,B1-12-2-2.mp3,5.35,6.81,麵包,1
B1L12-2-02,辛苦,B1-12-2-2.mp3,16.65,18.48,辛苦,1
B1L12-2-03,而且,B1-12-2-2.mp3,28.75,30.42,而且,1
B1L12-2-04,同事,B1-12-2-2.mp3,40.12,41.73,同事,1
B1L12-2-05,對,B1-12-2-2.mp3,51.21,52.33,對,1
B1L12-2-06,成績,B1-12-2-2.mp3,62.06,63.65,成績,1
B1L12-2-07,過,B1-12-2-2.mp3,72.21,73.33,過,1
B1L12-2-08,夠,B1-12-2-2.mp3,82.75,83.85,夠,1
B1L12-2-09,遲到,B1-12-2-2.mp3,95.31,96.9,遲到,1
B1L12-2-10,準備,B1-12-2-2.mp3,106.19,107.67,準備,1
B1L12-2-11,小時/鐘頭,B1-12-2-2.mp3,118.19,119.85,小時,1
B1L12-2-12,分鐘,B1-12-2-2.mp3,127.75,129.29,分鐘,1
B1L12-3-01,節目,B1-12-3-2.mp3,5.1,6.42,節目,1
B1L12-3-02,父母,B1-12-3-2.mp3,13.81,15.25,父母,1
B1L12-3-03,父親,B1-12-3-2.mp3,20.77,22.17,父親,1
B1L12-3-04,母親,B1-12-3-2.mp3,29.88,31.29,母親,1
B1L12-3-05,兒子,B1-12-3-2.mp3,39.17,40.35,兒子,3
B1L12-3-06,女兒,B1-12-3-2.mp3,41.15,42.6,女兒,1
B1L12-3-07,談,B1-12-3-2.mp3,52.19,53.4,談,3
B1L12-3-08,談話,B1-12-3-2.mp3,60.88,62.33,談話,1
B1L12-3-09,自己,B1-12-3-2.mp3,72.35,73.88,自己,1
B1L12-3-10,結婚,B1-12-3-2.mp3,83.06,84.56,結婚,3
B1L12-3-11,重要,B1-12-3-2.mp3,87.21,88.56,重要,3
B1L12-3-12,冷氣（機）,B1-12-3-2.mp3,100.4,102.21,冷氣機,3
B1L12-3-13,辦公室,B1-12-3-2.mp3,107.12,108.71,辦公室,3
B1L12-3-14,還,B1-12-3-2.mp3,119.02,120.25,還,1
B1L12-3-15,工廠,B1-12-3-2.mp3,129.83,131.38,工廠,1
B1L12-3-16,工人,B1-12-3-2.mp3,134.31,135.79,工人,1
B1L13-1-01,喂,B1-13-1-2.mp3,4.81,6.04,喂,1
B1L13-1-02,電子郵件,B1-13-1-2.mp3,13.54,15.48,電子郵件,1
B1L13-1-03,郵件,B1-13-1-2.mp3,16.29,17.6,郵件,3
B1L13-1-04,剛剛,B1-13-1-2.mp3,20.35,21.85,剛剛,1
B1L13-1-05,博物館,B1-13-1-2.mp3,30.21,32.02,博物館,1
B1L13-1-06,網址,B1-13-1-2.mp3,34.9,36.56,網址,1
B1L13-1-07,帶,B1-13-1-2.mp3,45.12,46.15,帶,1
B1L13-1-08,參觀,B1-13-1-2.mp3,56.15,57.69,參觀,1
B1L13-1-09,網站,B1-13-1-2.mp3,65.83,67.42,網站,1
B1L13-1-10,地址,B1-13-1-2.mp3,76.35,78.0,地址,1
B1L13-1-11,往,B1-13-1-2.mp3,84.88,86.25,往,3
B1L13-1-12,右（邊）,B1-13-1-2.mp3,89.19,90.69,右邊,1
B1L13-1-13,左（邊）,B1-13-1-2.mp3,99.71,101.25,左邊,1
B1L13-1-14,轉,B1-13-1-2.mp3,106.46,107.81,轉,1
B1L13-1-15,門口,B1-13-1-2.mp3,118.12,119.92,門口,1
B1L13-1-16,見,B1-13-1-2.mp3,129.12,130.27,見,1
B1L13-1-17,晚,B1-13-1-2.mp3,140.67,142.06,晚,1
B1L13-1-18,早,B1-13-1-2.mp3,148.31,149.69,早,1
B1L13-1-19,不好意思,B1-13-1-2.mp3,161.02,162.65,不好意思,1
B1L13-2-01,就要,B1-13-2-2.mp3,4.57,5.94,就要,1
B1L13-2-02,排隊,B1-13-2-2.mp3,15.33,16.78,排隊,1
B1L13-2-03,票,B1-13-2-2.mp3,25.83,26.99,票,1
B1L13-2-04,介紹,B1-13-2-2.mp3,37.18,38.7,介紹,1
B1L13-2-05,進去,B1-13-2-2.mp3,46.5,47.96,進去,1
B1L13-2-06,進來,B1-13-2-2.mp3,55.06,56.52,進來,1
B1L13-2-07,安靜,B1-13-2-2.mp3,63.66,65.16,安靜,1
B1L13-2-08,大聲,B1-13-2-2.mp3,73.98,75.38,大聲,1
B1L13-2-09,聲音,B1-13-2-2.mp3,83.06,84.54,聲音,1
B1L13-2-10,圖片,B1-13-2-2.mp3,91.55,93.07,圖片,1
B1L13-2-11,馬上,B1-13-2-2.mp3,102.51,104.03,馬上,1
B1L13-2-12,歷史,B1-13-2-2.mp3,112.73,114.42,歷史,1
B1L13-2-13,故事,B1-13-2-2.mp3,117.36,118.71,故事,1
B1L13-3-01,算,B1-13-3-2.mp3,4.9,6.1,算,1
B1L13-3-02,數學,B1-13-3-2.mp3,14.79,16.42,數學,1
B1L13-3-03,科學,B1-13-3-2.mp3,25.75,27.46,科學,1
B1L13-3-04,展,B1-13-3-2.mp3,35.15,36.48,展,1
B1L13-3-05,出,B1-13-3-2.mp3,46.46,47.62,出,1
B1L13-3-06,方向,B1-13-3-2.mp3,56.0,57.54,方向,1
B1L13-3-07,過,B1-13-3-2.mp3,64.44,65.54,過,1
B1L13-3-08,第,B1-13-3-2.mp3,74.25,75.27,第,1
B1L13-3-09,十字路口,B1-13-3-2.mp3,78.25,80.33,十字路口,1
B1L13-3-10,路口,B1-13-3-2.mp3,81.17,82.85,路口,1
B1L13-3-11,壞,B1-13-3-2.mp3,92.08,93.12,壞,1
B1L13-3-12,世界,B1-13-3-2.mp3,106.92,108.48,世界,1
B1L13-3-13,生活,B1-13-3-2.mp3,118.08,119.83,生活,1
B1L13-3-14,忘了,B1-13-3-2.mp3,132.96,134.15,忘了,1
B1L13-3-15,世界上,B1-13-3-2.mp3,141.94,143.62,世界上,1
B1L14-1-01,跨年,B1-14-1-2.mp3,4.66,6.18,跨年,1
B1L14-1-02,活動,B1-14-1-2.mp3,14.14,15.47,活動,1
B1L14-1-03,住,B1-14-1-2.mp3,27.54,28.54,住,1
B1L14-1-04,新年,B1-14-1-2.mp3,36.19,37.73,新年,1
B1L14-1-05,次,B1-14-1-2.mp3,45.62,46.66,次,1
B1L14-1-06,過,B1-14-1-2.mp3,55.51,56.51,過,1
B1L14-1-07,最後,B1-14-1-2.mp3,68.37,69.7,最後,1
B1L14-1-08,城市,B1-14-1-2.mp3,80.37,81.82,城市,1
B1L14-1-09,晚會,B1-14-1-2.mp3,84.69,86.17,晚會,1
B1L14-1-10,演唱會,B1-14-1-2.mp3,96.43,98.02,演唱會,1
B1L14-1-11,演唱,B1-14-1-2.mp3,98.81,100.15,演唱,1
B1L14-1-12,場,B1-14-1-2.mp3,100.97,102.35,場,1
B1L14-1-13,表演,B1-14-1-2.mp3,112.98,114.46,表演,1
B1L14-1-14,熱鬧,B1-14-1-2.mp3,122.72,124.05,熱鬧,1
B1L14-1-15,有意思,B1-14-1-2.mp3,134.76,136.26,有意思,1
B1L14-1-16,站,B1-14-1-2.mp3,145.98,146.9,站,1
B1L14-1-17,坐,B1-14-1-2.mp3,152.58,153.6,坐,3
B1L14-1-18,晚,B1-14-1-2.mp3,163.04,164.32,晚,1
B1L14-1-19,久,B1-14-1-2.mp3,172.34,173.61,久,1
B1L14-1-20,大樓,B1-14-1-2.mp3,183.34,184.72,大樓,1
B1L14-1-21,多久,B1-14-1-2.mp3,197.21,198.65,多久,2
B1L14-1-22,台北101,B1-14-1-2.mp3,206.22,208.45,台北101,1
B1L14-1-23,台北,B1-14-1-2.mp3,209.25,210.73,台北,2
B1L14-2-01,歡迎,B1-14-2-2.mp3,4.54,6.21,歡迎,1
B1L14-2-02,進,B1-14-2-2.mp3,14.58,15.73,進,1
B1L14-2-03,公園,B1-14-2-2.mp3,23.77,25.25,公園,1
B1L14-2-04,樹,B1-14-2-2.mp3,33.46,34.69,樹,1
B1L14-2-05,棵,B1-14-2-2.mp3,35.48,36.62,棵,1
B1L14-2-06,環境,B1-14-2-2.mp3,45.44,46.98,環境,1
B1L14-2-07,酒,B1-14-2-2.mp3,57.85,59.27,酒,1
B1L14-2-08,餃子,B1-14-2-2.mp3,66.98,68.33,餃子,1
B1L14-2-09,包子,B1-14-2-2.mp3,76.75,77.94,包子,1
B1L14-2-10,牛,B1-14-2-2.mp3,85.67,87.0,牛,1
B1L14-2-11,肉,B1-14-2-2.mp3,96.48,97.75,肉,1
B1L14-2-12,魚,B1-14-2-2.mp3,104.02,105.21,魚,3
B1L14-2-13,湯,B1-14-2-2.mp3,113.21,114.38,湯,1
B1L14-2-14,這麼/那麼,B1-14-2-2.mp3,123.0,124.08,這麼,1
B1L14-2-15,重,B1-14-2-2.mp3,134.33,135.48,重,1
B1L14-2-16,拿,B1-14-2-2.mp3,144.94,146.08,拿,1
B1L14-2-17,日出,B1-14-2-2.mp3,153.19,154.6,日出,1
B1L14-2-18,教堂,B1-14-2-2.mp3,163.77,165.31,教堂,1
B1L14-2-19,比,B1-14-2-2.mp3,174.06,175.31,比,1
B1L14-2-20,同意,B1-14-2-2.mp3,186.38,187.77,同意,1
B1L14-3-01,國家,B1-14-3-2.mp3,4.92,6.25,國家,1
B1L14-3-02,慶祝,B1-14-3-2.mp3,14.92,16.42,慶祝,1
B1L14-3-03,交通,B1-14-3-2.mp3,24.17,25.69,交通,1
B1L14-3-04,警察,B1-14-3-2.mp3,35.75,37.29,警察,1
B1L14-3-05,小心,B1-14-3-2.mp3,46.42,47.88,小心,1
